"Plot Title: CM2SM"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684002, LBL: 30 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684005, LBL: 10 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684009, LBL: 1 M)"
302,12/14/19 10:30:01 PM,0.3168,0.2793,0.2425
303,12/14/19 11:00:01 PM,0.3168,0.2793,0.2425
304,12/14/19 11:30:01 PM,0.3163,0.2793,0.2421
305,12/15/19 12:00:01 AM,0.3163,0.2790,0.2421
306,12/15/19 12:30:01 AM,0.3163,0.2790,0.2418
307,12/15/19 01:00:01 AM,0.3163,0.2786,0.2418
308,12/15/19 01:30:01 AM,0.3163,0.2786,0.2414
309,12/15/19 02:00:01 AM,0.3163,0.2786,0.2414
310,12/15/19 02:30:01 AM,0.3160,0.2783,0.2410
311,12/15/19 03:00:01 AM,0.3160,0.2780,0.2410
312,12/15/19 03:30:01 AM,0.3160,0.2780,0.2406
313,12/15/19 04:00:01 AM,0.3160,0.2780,0.2406
314,12/15/19 04:30:01 AM,0.3156,0.2776,0.2403
315,12/15/19 05:00:01 AM,0.3156,0.2776,0.2403
316,12/15/19 05:30:01 AM,0.3156,0.2773,0.2403
317,12/15/19 06:00:01 AM,0.3156,0.2773,0.2399
318,12/15/19 06:30:01 AM,0.3156,0.2773,0.2399
319,12/15/19 07:00:01 AM,0.3151,0.2770,0.2394
320,12/15/19 07:30:01 AM,0.3151,0.2770,0.2394
321,12/15/19 08:00:01 AM,0.3151,0.2770,0.2390
322,12/15/19 08:30:01 AM,0.3151,0.2766,0.2390
323,12/15/19 09:00:01 AM,0.3151,0.2766,0.2390
324,12/15/19 09:30:01 AM,0.3151,0.2766,0.2390
325,12/15/19 10:00:01 AM,0.3148,0.2766,0.2390
326,12/15/19 10:30:01 AM,0.3148,0.2766,-0.3038
327,12/15/19 11:00:01 AM,0.3148,0.2763,0.0252
328,12/15/19 11:30:01 AM,0.3148,0.2763,0.2383
329,12/15/19 12:00:01 PM,0.3148,0.2763,-0.2923
330,12/15/19 12:30:01 PM,0.3148,0.2763,-0.0950
331,12/15/19 01:00:01 PM,0.3148,0.2759,0.2383
332,12/15/19 01:30:01 PM,0.3148,0.2759,0.1387
333,12/15/19 02:00:01 PM,0.3148,0.2759,0.1475
334,12/15/19 02:30:01 PM,0.3144,0.2759,0.2379
335,12/15/19 03:00:01 PM,0.3144,0.2759,0.0875
336,12/15/19 03:30:01 PM,0.3140,0.2759,0.2374
337,12/15/19 04:00:01 PM,0.3144,0.2756,0.2374
338,12/15/19 04:30:01 PM,0.3144,0.2756,0.2371
339,12/15/19 05:00:01 PM,0.3140,0.2756,0.2371
340,12/15/19 05:30:01 PM,0.3140,0.2756,0.2008
341,12/15/19 06:00:01 PM,0.3140,0.2753,0.2371
342,12/15/19 06:30:01 PM,0.3140,0.2753,0.2363
343,12/15/19 07:00:01 PM,0.3140,0.2753,0.2367
344,12/15/19 07:30:01 PM,0.3136,0.2753,0.2363
345,12/15/19 08:00:01 PM,0.3140,0.2753,0.2363
346,12/15/19 08:30:01 PM,0.3136,0.2753,0.2363
347,12/15/19 09:00:01 PM,0.3140,0.2749,0.2363
348,12/15/19 09:30:01 PM,0.3136,0.2749,0.2358
349,12/15/19 10:00:01 PM,0.3136,0.2749,0.1634
350,12/15/19 10:30:01 PM,0.3136,0.2749,0.2358
351,12/15/19 11:00:01 PM,0.3136,0.2749,0.2358
352,12/15/19 11:30:01 PM,0.3136,0.2749,0.2358
353,12/16/19 12:00:01 AM,0.3136,0.2746,0.2355
354,12/16/19 12:30:01 AM,0.3136,0.2746,0.2355
